Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,0.03952010376134886,0.08560311284046684,0.05999999999999994,0.08499999999999999,0.5383333333333333,0.7133333333333334
Buddhist,0.020804924242424267,0.07386363636363646,-0.1433333333333333,0.04833333333333334,0.7183333333333334,0.4716666666666667
Catholic,0.0562091503267974,0.07664884135472372,0.023333333333333317,0.11666666666666664,0.26666666666666666,0.7683333333333333
Christian,0.06203802733214499,0.09447415329768272,0.10666666666666669,0.07,0.3433333333333333,0.7933333333333333
Hindu,0.07625899280575539,0.1079136690647482,0.08666666666666667,0.10333333333333333,0.29333333333333333,0.7766666666666666
Jewish,0.048222222222222215,0.06666666666666665,0.026666666666666616,0.10333333333333333,0.27666666666666667,0.76
Mormon,0.07507532956685498,0.1261770244821092,0.0033333333333332993,0.044999999999999984,0.405,0.7183333333333334
Muslim,0.03598290598290601,0.05128205128205132,0.010000000000000009,0.08166666666666667,0.29833333333333334,0.755
Orthodox,0.07150966183574883,0.1123188405797102,0.06333333333333335,0.09666666666666662,0.36333333333333334,0.7816666666666666
Protestant,0.06776895943562605,0.09347442680776008,0.01666666666666672,0.14500000000000002,0.275,0.7916666666666666
Sikh,0.06993284493284498,0.1062271062271063,0.033333333333333326,0.10166666666666668,0.3416666666666667,0.7433333333333333
