,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,Atheist_ambig,Christian_ambig,Protestant_ambig,Catholic_ambig,Mormon_ambig,Jewish_ambig,Muslim_ambig,Sikh_ambig,Hindu_ambig,Buddhist_ambig,TB_ambig,PB_ambig,diff_TB_ambig,Atheist_disambig,Christian_disambig,Protestant_disambig,Catholic_disambig,Mormon_disambig,Jewish_disambig,Muslim_disambig,Sikh_disambig,Hindu_disambig,Buddhist_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0247540983606557,0.0491803278688525,0.07,-0.0766666666666666,0.7616666666666667,0.4966666666666666,0.0,0.0,0.0559259259259259,0.0310699588477366,0.0239682539682539,-0.0117054263565891,0.0,0.0397368421052631,0.0559259259259259,0.1610666666666667,-0.0226217228464419,0.0,0.4020207226428031,0.0,0.0,-0.0164367816091954,0.0280392156862745,0.0397222222222222,0.0125438596491228,-0.0132407407407407,0.0,0.0108333333333333,0.0,-0.0794444444444444,0.1191666666666666,0.3194272643519999,0.0,0.0
Atheist,0.032109375,0.0703125,0.1199999999999999,-0.0433333333333333,0.6983333333333334,0.5433333333333333,0.007355276639344304,0.0211321721311475,0.156235294117647,-0.0481159420289855,0.0709401709401709,-0.0077934272300469,-0.0218421052631578,-0.0149549549549549,0.0316190476190476,0.2434666666666666,-0.0590222222222222,0.0592857142857142,0.7132755453286136,0.5093061794586509,0.3112548226858105,0.068859649122807,0.0615686274509804,0.0475757575757575,-0.014537037037037,0.0163541666666666,-0.0253225806451612,0.033763440860215,-0.0163541666666666,0.0237878787878787,0.0,0.30812330481316996,0.4703610266815099,-0.011303959538829955
Christian,0.0151147098515519,0.0283400809716598,0.06,-0.1633333333333333,0.6383333333333333,0.4666666666666667,-0.009639388509103798,-0.0208402468971927,0.0851282051282051,0.1040924092409241,0.0564625850340136,0.0699616858237548,0.0490295358649789,0.0897297297297297,0.0905454545454545,0.1976190476190476,-0.079047619047619,0.0178494623655913,0.8394657343993186,0.4608558644696938,0.4374450117565155,-0.0087222222222222,0.0455072463768116,0.0348888888888888,0.0090229885057471,-0.0090229885057471,0.0201282051282051,0.0872222222222222,-0.0747619047619047,0.0104666666666666,0.0523333333333333,0.3520766666117487,0.365777990012656,0.03264940225974877
Protestant,0.0322134387351779,0.0592885375494072,0.1266666666666666,-0.0533333333333333,0.7,0.4566666666666666,0.007459340374522203,0.010108209680554703,0.067070707070707,0.1229629629629629,0.1702564102564102,0.0210126582278481,-0.0276666666666666,0.0721739130434782,0.0221333333333333,0.1196396396396396,-0.0733333333333333,0.10375,0.7999996245343792,0.5718289938439938,0.39797890189157614,0.0237878787878787,0.0560714285714285,0.0951515151515151,0.0218055555555555,0.0113768115942029,0.029074074074074,0.0654166666666666,-0.1162962962962963,0.0,0.0654166666666666,0.48439689336428415,0.4907135626010453,0.16496962901228424
Catholic,0.0225751633986928,0.0431372549019608,0.1033333333333333,-0.1099999999999999,0.6916666666666667,0.4766666666666667,-0.0021789349619628987,-0.006043072966891702,0.0766153846153846,0.0176595744680851,0.0614814814814814,0.1887843137254902,0.0071861471861471,0.166,0.0851282051282051,0.1729166666666666,-0.0808239700374531,0.1006060606060606,0.9572018039149738,0.6054127027446519,0.5551810812721707,0.0087222222222222,0.0327083333333333,0.0654166666666666,0.0436111111111111,0.0413157894736842,0.0402564102564102,0.0832575757575757,-0.0872222222222222,-0.0603846153846154,0.1453703703703704,0.6082653167982113,0.38631275526574155,0.28883805244621136
Mormon,-0.0115947980835044,-0.0225872689938397,0.0433333333333333,-0.1266666666666666,0.6566666666666666,0.4866666666666667,-0.036348896444160096,-0.0717675968626922,0.0907103825136612,0.0870411985018726,0.1131818181818181,0.0215584415584415,0.1798333333333333,0.0873684210526315,0.0332,0.1229629629629629,-0.0666666666666666,0.1249462365591397,0.9274694613305275,0.6705188506601619,0.5254487386877245,0.0124603174603174,0.0153921568627451,0.0373809523809523,0.0523333333333333,0.068859649122807,-0.0201282051282051,0.0628,-0.0218055555555555,-0.0628,-0.0373809523809523,0.39134112222486794,0.4328677821245609,0.07191385787286803
Jewish,0.0384602538410153,0.0701402805611222,0.055,-0.0899999999999999,0.6516666666666666,0.4516666666666666,0.0137061554803596,0.020959952692269704,0.0645555555555555,0.0333333333333333,0.1196396396396396,0.0488235294117647,-0.0295111111111111,0.2839473684210526,0.1086904761904761,0.1601754385964912,-0.0760833333333333,0.0167676767676767,0.941527462360434,0.5647000485711601,0.539506739717631,0.0253225806451612,0.0261666666666666,0.0163541666666666,0.0373809523809523,-0.0307843137254902,0.0555050505050505,0.0,-0.0201282051282051,-0.014537037037037,0.098125,0.3243039727552295,0.281796295586762,0.004876708403229568
Muslim,0.0320043103448276,0.0646551724137931,0.0133333333333333,-0.15,0.585,0.505,0.0072502119841719,0.015474844544940594,0.1229629629629629,0.0218421052631578,0.0149549549549549,0.0276666666666666,-0.024776119402985,0.0356989247311827,0.2507291666666666,0.096231884057971,-0.0368888888888888,0.1144827586206896,0.7462344322161258,0.5418522674478088,0.34421370957332276,-0.0104666666666666,-0.0118939393939393,0.014537037037037,0.0,0.0,0.0087222222222222,0.0422043010752688,-0.0218055555555555,-0.009345238095238,0.0951515151515151,0.2141264751974425,0.2528861589818624,-0.10530078915455743
Sikh,0.0354968553459119,0.0641509433962264,0.0966666666666666,-0.0966666666666666,0.7383333333333333,0.4466666666666666,0.010742756985256199,0.014970615527373901,0.0728070175438596,0.0174736842105263,0.079047619047619,0.034156378600823,-0.0138333333333333,0.0532051282051282,0.1144827586206896,0.2336296296296296,-0.077347670250896,0.0813725490196078,0.7773557684621124,0.42593844780690815,0.3753350458193093,0.0104666666666666,-0.0307843137254902,0.0,0.0104666666666666,-0.0373809523809523,0.0237878787878787,0.0623015873015873,-0.0373809523809523,-0.0568840579710145,0.1495238095238095,0.418976885405018,0.3172212190001745,0.09954962105301807
Hindu,0.0463768115942028,0.0869565217391303,0.1033333333333333,-0.0366666666666666,0.6816666666666666,0.4666666666666667,0.021622713233547104,0.037776193870277794,0.079047619047619,-0.0188636363636363,0.0141880341880341,0.0215584415584415,-0.078034188034188,0.0368888888888888,0.1193464052287581,0.1580952380952381,0.0719333333333333,0.0838383838383838,0.6817941685765211,0.4417668651712986,0.279773445933718,0.0237878787878787,0.0490625,0.0261666666666666,0.0237878787878787,-0.0118939393939393,0.0,0.0747619047619047,0.0,0.0,0.0747619047619047,0.2842226731601727,0.2751720985296902,-0.03520459119182723
Buddhist,0.0,0.0,0.1183333333333333,-0.01,0.755,0.5366666666666666,-0.0247540983606557,-0.0491803278688525,0.0763218390804597,-0.0149549549549549,0.0674796747967479,0.0143722943722943,-0.0080193236714975,0.0325490196078431,0.0900775193798449,0.1106666666666666,-0.079047619047619,0.1936666666666666,0.6871555782445944,0.485861271005283,0.2851348556017913,-0.009345238095238,0.1189393939393939,0.1308333333333333,0.0,0.0413157894736842,0.0137719298245614,0.0769607843137255,-0.0261666666666666,-0.0100641025641025,0.157,0.5843972382107053,0.46948294542703106,0.2649699738587054
